,miRNA,Plasma_C1,Plasma_C2,Plasma_C3,Plasma_C4,Plasma_C5,Plasma_C6,Plasma_HP01_T,Plasma_HP02_T,Plasma_HP03_T,Plasma_HP04_T,Plasma_HP01_T,Tissue_HP01_T,Tissue_HP02_T,Tissue_HP03_T,Tissue_HP04_T,Tissue_HP05_T,Tissue_HP01_N,Tissue_HP03_N,Tissue_HP04_N,Tissue_HP05_N
2182,hsa-miR-6807-3p,0,18,19,21,46,56,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2183,hsa-miR-6807-5p,21,57,69,77,47,71,19,10,0,0,0,0,0,0,11,0,0,17,0,10
2184,hsa-miR-6808-3p,0,0,14,10,46,49,0,10,0,0,0,27,39,17,79,12,23,18,34,46
2185,hsa-miR-6808-5p,10,66,86,44,93,70,14,10,0,0,0,0,0,0,0,0,0,23,0,0
2186,hsa-miR-6809-3p,21,85,103,108,64,89,0,0,0,10,0,0,0,12,16,0,11,21,10,15
2187,hsa-miR-6809-5p,28,64,75,94,201,189,0,10,0,0,0,0,10,0,0,0,0,26,0,0
2188,hsa-miR-6810-3p,0,17,20,14,103,85,0,0,0,0,0,0,0,0,14,0,0,15,0,0
2189,hsa-miR-6810-5p,14,21,37,31,85,123,0,0,0,0,0,0,0,0,0,0,0,27,0,0
2190,hsa-miR-6811-3p,0,22,20,39,55,70,0,17,29,0,0,0,0,0,0,0,0,13,0,0
2191,hsa-miR-6811-5p,87,112,80,144,201,288,21,23,0,11,0,0,0,0,0,0,0,0,0,0
2192,hsa-miR-6812-3p,58,82,71,68,222,162,18,12,20,14,14,0,0,0,18,0,10,0,0,16
2193,hsa-miR-6812-5p,0,79,44,45,180,246,0,0,17,0,0,0,0,0,0,0,0,16,0,0
2194,hsa-miR-6813-3p,14,54,42,66,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,hsa-miR-6813-5p,20,55,69,85,320,351,28,27,12,14,0,10,0,11,10,12,0,16,0,0
2196,hsa-miR-6814-3p,14,54,56,59,97,84,0,0,0,15,17,0,0,0,0,0,0,19,0,0
2197,hsa-miR-6814-5p,0,34,40,63,103,141,12,0,12,0,29,0,0,0,0,0,0,12,0,0
2198,hsa-miR-6815-3p,57,119,48,78,325,267,27,40,0,41,0,0,0,0,0,0,0,0,0,0
2199,hsa-miR-6815-5p,18,71,51,69,117,129,0,0,0,11,0,0,0,0,0,0,0,16,0,0
2200,hsa-miR-6816-3p,10,34,22,41,90,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,hsa-miR-6816-5p,17,36,32,41,160,145,12,16,0,0,0,0,0,0,0,0,0,28,0,0
2202,hsa-miR-6817-3p,12,24,17,31,67,89,0,10,0,0,0,40,56,21,297,122,0,18,83,348
2203,hsa-miR-6817-5p,15,45,47,35,55,63,0,0,10,0,0,0,0,0,11,0,10,12,0,0
2204,hsa-miR-6818-3p,14,32,18,31,47,55,0,0,0,0,39,0,0,0,18,0,0,14,0,0
2205,hsa-miR-6818-5p,0,23,33,28,95,96,28,0,0,0,0,0,0,0,0,0,0,11,0,0
2206,hsa-miR-6819-3p,16,40,66,56,76,102,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2207,hsa-miR-6819-5p,10,42,37,41,119,126,0,12,0,0,0,0,0,0,0,0,0,19,0,10
2208,hsa-miR-6820-3p,25,38,35,20,92,113,0,0,0,0,0,0,0,10,11,0,0,10,0,0
2209,hsa-miR-6820-5p,0,21,25,17,45,45,11,0,10,0,0,0,0,0,0,0,0,26,0,0
2210,hsa-miR-6821-3p,29,41,36,56,151,209,21,23,0,0,0,0,0,0,0,0,10,12,0,0
2211,hsa-miR-6821-5p,22,128,88,132,160,221,15,11,0,0,0,0,0,0,0,0,0,17,0,0
2212,hsa-miR-6822-3p,15,35,24,41,71,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,hsa-miR-6822-5p,18,34,62,46,79,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,hsa-miR-6823-3p,31,65,52,64,266,186,13,20,0,0,0,0,0,27,22,0,0,38,10,12
2215,hsa-miR-6823-5p,33,67,65,67,151,192,29,38,11,0,0,0,0,0,77,36,0,15,0,91
2216,hsa-miR-6824-3p,0,43,11,10,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,hsa-miR-6824-5p,25,57,86,62,152,138,22,24,0,14,0,0,0,0,0,0,0,10,0,0
2218,hsa-miR-6825-3p,38,117,56,148,224,334,0,11,0,17,0,0,0,18,10,0,0,305,14,13
2219,hsa-miR-6825-5p,39,74,117,120,109,132,0,19,0,10,0,0,0,0,10,0,0,12,0,0
2220,hsa-miR-6826-3p,22,61,34,48,233,216,0,23,18,0,0,11,10,0,24,0,0,60,10,13
2221,hsa-miR-6826-5p,42,75,91,121,181,244,0,21,15,19,13,0,0,0,12,0,13,22,0,13
2222,hsa-miR-6827-3p,0,18,18,23,49,48,0,11,0,0,0,0,0,0,15,0,10,0,0,0
2223,hsa-miR-6827-5p,0,0,0,21,57,62,0,0,0,0,0,0,0,0,10,0,0,11,0,0
2224,hsa-miR-6828-3p,34,166,123,243,43,147,0,0,20,0,0,0,0,0,0,0,0,16,0,0
2225,hsa-miR-6828-5p,21,81,86,129,131,130,11,16,23,0,10,0,0,0,12,0,0,25,11,10
2226,hsa-miR-6829-3p,19,179,40,33,104,140,0,0,39,0,0,0,0,0,13,0,0,28,0,0
2227,hsa-miR-6829-5p,0,14,11,0,51,63,0,0,0,0,0,0,0,0,0,0,0,38,0,0
2228,hsa-miR-6830-3p,11,44,99,80,98,124,13,17,10,0,0,10,0,0,31,0,0,33,17,12
2229,hsa-miR-6830-5p,0,29,37,45,87,99,0,16,0,0,0,0,0,0,0,0,0,27,0,12
2230,hsa-miR-6831-3p,11,27,24,29,127,118,10,36,0,0,0,0,0,0,0,0,0,12,0,0
2231,hsa-miR-6831-5p,17,67,32,23,97,94,16,0,0,0,0,0,0,0,20,0,10,17,0,10
2232,hsa-miR-6832-3p,12,21,30,37,94,98,17,12,10,0,11,12,22,14,48,22,10,61,30,35
2233,hsa-miR-6832-5p,15,89,38,42,174,163,26,15,0,0,0,14,0,0,26,0,0,20,11,0
2234,hsa-miR-6833-3p,18,35,34,32,127,143,0,0,0,0,0,11,15,0,25,15,14,34,22,25
2235,hsa-miR-6833-5p,26,67,57,39,241,402,15,30,0,12,0,0,0,0,10,0,0,0,0,0
2236,hsa-miR-6834-3p,10,19,0,0,68,41,11,20,0,0,0,0,0,0,0,0,0,0,0,0
2237,hsa-miR-6834-5p,23,75,63,75,97,89,11,0,14,0,0,0,0,0,0,0,0,17,0,10
2238,hsa-miR-6835-3p,0,12,16,18,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,hsa-miR-6835-5p,13,44,39,35,95,97,14,0,10,13,0,0,13,0,16,10,0,0,13,0
2240,hsa-miR-6836-3p,14,43,32,30,53,51,0,16,0,0,0,0,0,0,0,0,0,57,0,0
2241,hsa-miR-6836-5p,0,18,18,21,77,102,0,0,0,0,0,0,0,0,0,0,0,74,0,0
2242,hsa-miR-6837-3p,0,51,80,96,47,51,0,0,0,0,0,0,0,0,11,0,0,20,0,0
2243,hsa-miR-6837-5p,0,55,36,44,81,48,0,0,0,0,0,0,0,0,10,0,0,17,0,0
2244,hsa-miR-6838-3p,12,23,19,33,67,57,0,18,0,0,32,12,0,0,22,0,0,10,0,0
2245,hsa-miR-6838-5p,0,57,59,51,86,77,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2246,hsa-miR-6839-3p,0,13,0,12,51,58,0,0,0,0,0,0,0,16,33,0,10,14,17,35
2247,hsa-miR-6839-5p,0,44,51,60,120,101,0,25,11,0,0,0,0,0,0,11,0,10,0,11
2248,hsa-miR-6840-3p,13,48,28,50,563,828,23,19,13,0,0,0,0,0,0,0,0,0,0,0
2249,hsa-miR-6840-5p,0,26,24,31,117,146,22,0,0,0,0,0,0,0,0,0,0,10,0,0
2250,hsa-miR-6841-3p,0,17,13,16,28,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,hsa-miR-6841-5p,24,23,19,24,227,283,11,21,17,0,0,0,0,0,0,0,0,12,0,10
2252,hsa-miR-6842-3p,11,48,68,33,66,63,15,0,0,0,12,17,24,16,54,16,15,16,0,12
2253,hsa-miR-6842-5p,29,125,122,152,47,56,0,0,0,0,0,0,0,0,0,0,0,27,0,0
2254,hsa-miR-6843-3p,17,28,21,15,42,68,0,0,0,0,0,0,0,0,14,0,0,17,0,0
2255,hsa-miR-6844,0,18,28,42,49,60,0,13,0,0,0,12,25,0,13,0,0,0,0,10
2256,hsa-miR-6845-3p,0,11,10,14,52,64,0,0,0,0,0,0,0,12,13,0,0,20,0,0
2257,hsa-miR-6845-5p,0,16,19,15,43,41,0,0,0,0,0,0,0,0,0,0,0,13,0,12
2258,hsa-miR-6846-3p,17,63,56,52,129,134,17,0,0,0,0,0,0,0,0,0,0,23,0,11
2259,hsa-miR-6846-5p,41,114,121,94,120,132,34,15,29,39,0,0,0,0,0,0,0,29,0,0
2260,hsa-miR-6847-3p,0,19,15,12,37,46,0,12,0,0,0,0,0,0,19,0,0,17,0,14
2261,hsa-miR-6847-5p,0,32,17,23,64,50,0,0,0,0,0,0,0,0,13,0,0,27,0,12
2262,hsa-miR-6848-3p,0,0,11,23,40,31,0,0,0,0,0,0,0,0,0,0,0,21,0,0
2263,hsa-miR-6848-5p,0,14,15,16,53,35,0,0,10,0,0,0,0,0,0,0,0,26,0,0
2264,hsa-miR-6849-3p,0,95,11,19,57,46,23,0,0,0,0,0,0,0,0,0,0,17,0,0
2265,hsa-miR-6849-5p,29,78,35,26,156,176,0,17,0,0,0,0,0,0,12,0,0,24,0,0
2266,hsa-miR-6850-3p,38,216,138,181,204,265,0,27,0,13,0,0,0,73,12,0,0,67,0,0
2267,hsa-miR-6850-5p,12,130,75,116,160,201,41,0,21,0,0,0,0,0,0,0,0,23,10,0
2268,hsa-miR-6851-3p,20,33,34,28,157,192,0,15,0,11,0,0,0,0,0,0,0,0,0,0
2269,hsa-miR-6851-5p,0,29,15,26,73,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,hsa-miR-6852-3p,19,25,26,22,122,108,13,0,13,0,12,0,12,11,16,0,0,27,12,17
2271,hsa-miR-6852-5p,21,10,23,18,54,55,0,0,0,0,0,0,0,0,0,0,0,17,0,12
2272,hsa-miR-6853-3p,11,37,26,38,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,hsa-miR-6853-5p,0,21,0,26,91,92,25,0,0,0,0,0,0,0,13,0,0,19,0,0
2274,hsa-miR-6854-3p,0,25,21,21,94,96,13,24,0,0,0,0,0,0,14,0,0,16,0,0
2275,hsa-miR-6854-5p,0,23,45,36,61,94,11,13,11,0,0,0,0,0,14,11,0,13,0,0
2276,hsa-miR-6855-3p,48,94,87,65,385,409,32,35,19,13,0,0,0,0,0,0,0,32,0,0
2277,hsa-miR-6855-5p,0,106,47,62,129,171,0,15,13,11,0,0,0,0,0,0,0,18,0,10
2278,hsa-miR-6856-3p,0,24,22,23,80,68,13,14,0,0,0,0,0,0,0,0,0,19,0,0
2279,hsa-miR-6856-5p,26,83,61,93,45,42,10,0,11,0,26,0,0,0,0,0,0,25,0,0
2280,hsa-miR-6857-3p,180,152,166,185,484,536,35,32,23,0,0,0,0,0,13,0,0,13,0,0
2281,hsa-miR-6857-5p,37,123,96,121,139,138,22,19,0,0,0,0,0,0,0,0,0,20,0,0
2282,hsa-miR-6858-3p,0,18,13,20,31,32,0,0,12,0,0,0,0,0,0,0,0,30,0,0
2283,hsa-miR-6858-5p,23,29,20,56,170,253,0,0,0,0,0,0,0,0,0,0,0,29,0,0
2284,hsa-miR-6859-3p,16,21,27,20,39,41,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2285,hsa-miR-6859-5p,14,47,38,57,110,120,17,0,19,0,0,0,0,11,17,0,0,15,12,0
2286,hsa-miR-6860,0,28,10,16,42,63,0,0,0,0,0,0,0,38,77,10,0,3673,0,22
2287,hsa-miR-6861-3p,39,94,123,105,146,153,0,72,0,0,0,0,0,0,0,0,0,18,0,0
2288,hsa-miR-6861-5p,147,392,609,446,132,126,0,0,0,16,0,0,0,0,11,0,0,25,10,0
2289,hsa-miR-6862-3p,32,117,145,123,164,133,29,0,17,26,39,0,0,0,14,0,0,16,0,0
2290,hsa-miR-6862-5p,13,57,26,54,55,44,14,15,0,0,0,0,0,0,11,0,0,16,0,0
2291,hsa-miR-6863,27,44,43,47,101,132,22,15,10,0,0,0,0,0,0,0,0,16,0,0
2292,hsa-miR-6864-3p,0,15,29,25,75,69,0,0,0,0,0,0,0,0,11,0,0,15,0,10
2293,hsa-miR-6864-5p,16,28,12,18,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2294,hsa-miR-6865-3p,22,35,44,58,126,185,0,21,0,0,0,12,10,0,0,0,0,20,16,0
2295,hsa-miR-6865-5p,35,126,132,111,148,171,0,0,0,13,0,698,314,173,868,54,398,54,280,299
2296,hsa-miR-6866-3p,14,25,54,48,36,76,13,0,18,0,0,0,0,0,11,0,0,10,0,0
2297,hsa-miR-6866-5p,54,118,169,225,72,73,0,0,33,0,0,15,0,14,23,12,0,17,0,0
2298,hsa-miR-6867-3p,21,33,33,50,96,156,0,10,16,0,0,0,0,0,12,0,0,26,0,11
2299,hsa-miR-6867-5p,33,89,67,107,248,252,31,22,0,14,0,0,0,0,20,0,0,29,10,16
2300,hsa-miR-6868-3p,11,10,22,16,51,63,0,21,0,0,0,0,15,0,20,0,0,0,0,22
2301,hsa-miR-6868-5p,12,25,19,25,65,73,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2302,hsa-miR-6869-3p,14,22,28,26,108,142,15,0,0,0,0,0,0,0,0,0,0,75,0,0
2303,hsa-miR-6869-5p,29,112,86,77,169,249,19,18,0,0,0,11,0,18,0,0,12,100,21,16
2304,hsa-miR-6870-3p,18,37,27,40,158,141,25,22,0,0,0,0,0,0,10,0,0,0,0,0
2305,hsa-miR-6870-5p,29,204,101,113,192,266,22,14,22,10,0,0,0,0,0,0,0,11,0,0
2306,hsa-miR-6871-3p,29,63,39,34,380,457,12,16,0,0,0,0,0,0,0,0,0,0,0,0
2307,hsa-miR-6871-5p,125,315,164,177,108,250,10,27,64,32,21,0,0,0,10,0,0,13,0,0
2308,hsa-miR-6872-3p,24,78,48,67,163,197,17,20,0,0,0,42,33,21,111,16,30,45,37,21
2309,hsa-miR-6872-5p,0,0,0,15,56,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,hsa-miR-6873-3p,10,49,25,34,133,163,13,0,0,10,0,16,20,20,35,11,12,94,0,10
2311,hsa-miR-6873-5p,114,15,20,24,112,100,0,0,13,0,0,0,0,0,0,0,0,13,0,0
2312,hsa-miR-6874-3p,0,40,44,36,38,56,10,19,23,0,0,0,0,0,16,0,0,26,0,0
2313,hsa-miR-6874-5p,0,36,21,36,109,141,0,0,0,0,0,0,0,0,12,0,0,15,0,0
2314,hsa-miR-6875-3p,12,48,22,28,70,85,0,0,0,0,0,0,0,10,0,0,0,14,0,0
2315,hsa-miR-6875-5p,15,28,29,29,58,34,0,13,0,0,0,0,0,0,12,0,0,22,10,0
2316,hsa-miR-6876-3p,11,48,23,39,39,36,0,0,0,0,12,0,0,0,10,0,0,18,0,0
2317,hsa-miR-6876-5p,0,19,22,24,95,103,0,16,0,0,0,0,0,0,15,0,0,20,0,0
2318,hsa-miR-6877-3p,0,21,34,40,52,58,10,0,0,0,0,0,0,0,0,0,0,18,0,0
2319,hsa-miR-6877-5p,44,136,124,157,146,176,21,0,0,0,0,0,10,10,17,0,0,82,0,11
2320,hsa-miR-6878-3p,12,25,33,26,54,55,0,0,0,0,0,0,0,14,10,15,12,16,0,14
2321,hsa-miR-6878-5p,0,45,54,97,96,126,13,11,0,0,0,0,0,0,17,0,0,22,0,15
2322,hsa-miR-6879-3p,71,192,164,219,779,1176,25,42,18,16,0,0,0,0,0,0,0,12,0,0
2323,hsa-miR-6879-5p,17,43,29,49,192,227,18,22,0,0,0,0,0,11,0,0,0,30,0,12
2324,hsa-miR-6880-3p,15,23,17,23,68,51,0,24,0,0,273,0,0,10,20,0,0,0,0,12
2325,hsa-miR-6881-3p,20,72,30,58,207,178,19,31,0,10,0,0,0,0,17,0,0,24,0,14
2326,hsa-miR-6881-5p,22,60,90,74,126,121,0,21,0,21,0,0,0,0,0,0,0,24,0,0
2327,hsa-miR-6882-3p,0,22,13,22,65,97,0,0,0,0,0,0,0,0,11,0,0,10,0,0
2328,hsa-miR-6882-5p,0,30,33,128,102,91,0,10,0,0,0,0,0,17,28,11,13,16,0,13
2329,hsa-miR-6883-3p,26,66,50,85,252,293,23,20,0,0,0,0,0,0,12,0,0,35,0,13
2330,hsa-miR-6883-5p,34,162,74,189,112,91,0,0,11,0,0,0,0,0,0,0,0,20,0,0
2331,hsa-miR-6884-3p,12,22,27,43,209,183,11,0,10,0,11,0,0,0,0,0,0,0,11,0
2332,hsa-miR-6884-5p,26,95,148,128,197,220,16,11,18,0,0,10,0,0,18,11,0,20,0,0
2333,hsa-miR-6885-3p,0,17,22,11,62,80,22,0,15,0,0,0,0,0,0,0,0,10,0,0
2334,hsa-miR-6885-5p,22,69,43,90,143,155,27,16,15,0,27,11,12,0,0,13,15,26,36,11
2335,hsa-miR-6886-3p,27,44,37,43,128,115,54,17,40,346,43,0,0,0,13,0,0,38,10,13
2336,hsa-miR-6886-5p,22,41,31,35,28,39,0,0,18,0,0,0,0,0,0,0,0,22,0,0
2337,hsa-miR-6887-3p,29,78,86,72,316,308,23,36,20,26,10,0,0,12,16,0,0,30,0,16
2338,hsa-miR-6887-5p,18,55,60,58,201,226,18,28,16,12,0,0,0,0,16,0,0,26,0,0
2339,hsa-miR-6888-3p,0,37,21,26,59,81,0,13,0,0,0,0,0,0,0,0,0,0,0,10
2340,hsa-miR-6888-5p,19,121,86,111,357,211,18,46,0,0,0,0,0,0,0,0,0,0,0,0
2341,hsa-miR-6889-3p,0,16,11,15,58,48,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2342,hsa-miR-6889-5p,33,170,238,354,156,216,26,26,11,0,0,0,0,0,14,0,0,22,0,0
2343,hsa-miR-6890-3p,0,16,16,15,49,43,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2344,hsa-miR-6890-5p,32,42,37,51,189,185,0,17,0,0,0,0,0,0,0,0,0,12,0,0
2345,hsa-miR-6891-3p,27,104,86,147,337,481,41,53,0,0,0,0,0,0,18,13,0,23,12,11
2346,hsa-miR-6891-5p,17,61,32,64,543,765,13,22,10,11,0,0,0,0,0,0,0,0,0,0
2347,hsa-miR-6892-3p,14,58,45,44,217,205,0,19,0,0,0,0,0,0,15,0,0,20,13,12
2348,hsa-miR-6892-5p,20,45,32,40,135,152,13,12,0,0,0,0,0,0,14,12,0,0,0,13
2349,hsa-miR-6893-3p,10,26,32,36,82,84,0,0,0,0,49,0,0,0,0,0,0,11,0,0
2350,hsa-miR-6893-5p,0,48,31,24,65,81,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2351,hsa-miR-6894-3p,22,65,40,53,112,82,0,0,0,22,0,0,0,0,10,0,0,16,0,11
2352,hsa-miR-6894-5p,14,44,33,42,71,106,14,28,0,0,0,0,0,0,14,0,0,26,11,12
2353,hsa-miR-6895-3p,15,38,39,28,136,174,18,0,0,0,10,0,0,0,0,0,0,22,0,0
2354,hsa-miR-6895-5p,11,76,15,26,103,97,0,13,0,0,0,0,0,0,0,0,0,19,0,0
2355,hsa-miR-7-1-3p,24,21,26,33,66,80,0,0,0,0,0,63,126,31,100,54,40,36,33,51
2356,hsa-miR-7-2-3p,0,14,15,13,106,105,0,50,0,0,0,0,0,0,0,0,0,15,0,0
2357,hsa-miR-7-5p,114,277,280,299,271,376,84,36,129,13,31,31955,11235,8188,4762,12615,27260,4416,58521,46691
2358,hsa-miR-708-3p,0,26,23,42,82,85,0,12,0,0,0,106,480,32,423,80,25,0,55,63
2359,hsa-miR-708-5p,60,145,133,124,86,110,18,10,26,20,14,4199,17799,1070,18125,2938,1502,89,1665,1960
2360,hsa-miR-7106-3p,34,85,82,109,94,115,11,0,0,0,0,0,0,0,10,0,0,17,0,0
2361,hsa-miR-7106-5p,16,39,22,25,87,74,0,11,0,0,0,0,0,0,0,0,0,28,0,0
2362,hsa-miR-7107-3p,21,93,49,46,83,133,14,16,14,0,0,0,0,0,22,0,0,25,0,14
2363,hsa-miR-7107-5p,46,168,92,120,289,299,18,0,10,0,0,0,0,0,19,0,0,52,10,0
2364,hsa-miR-7108-3p,59,194,136,171,408,451,25,30,39,42,20,0,0,0,0,0,0,18,0,0
2365,hsa-miR-7108-5p,12,53,57,59,113,146,0,17,0,0,0,0,0,10,12,0,0,68,0,0
2366,hsa-miR-7109-3p,10,37,20,11,56,101,0,0,12,0,0,0,0,0,16,0,0,20,0,0
2367,hsa-miR-7109-5p,0,18,26,56,60,74,0,0,0,0,0,0,0,0,0,0,0,23,0,0
2368,hsa-miR-711,13,263,109,136,162,146,0,0,17,0,0,0,0,0,21,0,0,16,0,0
2369,hsa-miR-7110-3p,18,37,22,37,163,131,14,13,0,0,61,0,0,0,24,0,0,91,19,16
2370,hsa-miR-7110-5p,0,52,32,33,91,106,12,0,0,0,0,0,0,0,0,0,0,132,0,0
2371,hsa-miR-7111-3p,14,36,50,53,45,115,0,0,0,0,0,10,0,0,17,0,14,28,13,14
2372,hsa-miR-7111-5p,11,59,64,70,98,125,0,16,0,0,0,0,0,0,11,0,0,16,0,0
2373,hsa-miR-7112-3p,0,11,11,21,61,46,0,14,0,0,0,0,0,0,0,0,0,16,0,0
2374,hsa-miR-7112-5p,0,21,16,22,72,117,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,hsa-miR-7113-3p,11,33,20,24,71,63,0,0,0,13,0,0,0,0,0,0,0,26,0,0
2376,hsa-miR-7113-5p,0,94,28,39,110,100,0,14,0,0,0,0,0,0,0,0,0,20,0,0
2377,hsa-miR-7114-3p,13,28,17,30,140,117,0,26,0,0,0,0,0,0,0,0,0,13,0,0
2378,hsa-miR-7114-5p,0,0,10,16,34,62,19,0,0,0,0,0,0,0,0,0,0,26,0,0
2379,hsa-miR-7150,14,56,24,45,91,90,0,14,0,0,0,0,0,0,0,0,0,21,0,0
2380,hsa-miR-7151-3p,0,11,11,20,52,56,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2381,hsa-miR-7151-5p,12,49,58,86,64,70,10,0,0,0,0,0,0,0,0,0,0,10,0,0
2382,hsa-miR-7152-3p,22,52,30,40,85,115,0,22,0,0,0,0,0,0,13,0,0,14,0,0
2383,hsa-miR-7152-5p,29,47,69,46,310,363,27,40,19,0,0,0,0,0,16,10,0,19,0,0
2384,hsa-miR-7153-3p,25,133,130,150,85,85,13,12,0,0,0,0,0,0,0,0,0,0,0,0
2385,hsa-miR-7153-5p,12,25,25,34,44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,hsa-miR-7154-3p,15,32,21,49,84,76,12,17,0,0,0,0,0,0,0,0,0,17,0,0
2387,hsa-miR-7154-5p,0,18,26,32,55,37,0,0,14,0,0,0,0,0,0,0,0,12,0,0
2388,hsa-miR-7155-3p,0,40,27,22,100,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,hsa-miR-7155-5p,156,250,364,292,261,242,28,53,43,21,27,0,0,0,0,0,0,142,0,0
2390,hsa-miR-7156-3p,0,62,61,66,127,123,0,0,10,0,12,0,0,0,0,0,0,15,0,0
2391,hsa-miR-7156-5p,11,38,45,48,372,684,47,43,0,0,0,0,0,0,0,0,0,15,0,0
2392,hsa-miR-7157-3p,18,49,63,59,99,83,13,14,0,29,0,0,0,0,0,0,0,0,0,0
2393,hsa-miR-7157-5p,10,16,14,28,45,42,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2394,hsa-miR-7158-3p,16,56,34,63,62,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,hsa-miR-7158-5p,0,46,19,21,101,100,20,19,10,0,0,30,15,0,18,0,0,29,21,11
2396,hsa-miR-7159-3p,0,44,59,61,48,58,17,0,10,0,0,0,0,0,0,0,0,0,0,0
2397,hsa-miR-7159-5p,19,22,21,24,74,66,22,17,0,19,0,0,0,0,0,0,0,0,0,0
2398,hsa-miR-7160-3p,11,112,169,44,53,54,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2399,hsa-miR-7160-5p,14,33,53,54,85,91,0,14,0,0,0,0,0,0,0,0,0,132,0,0
2400,hsa-miR-7161-3p,21,84,68,75,138,201,0,0,10,0,0,0,0,0,0,0,0,15,0,0
2401,hsa-miR-7161-5p,0,24,33,22,101,106,0,0,11,0,0,0,0,0,0,0,0,11,0,0
2402,hsa-miR-7162-3p,0,20,12,27,47,46,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2403,hsa-miR-7162-5p,0,37,42,29,68,68,0,0,0,0,0,0,10,0,0,0,0,13,0,14
2404,hsa-miR-718,35,84,66,107,396,338,13,31,33,17,0,18,0,21,25,0,0,111,0,0
2405,hsa-miR-744-3p,22,76,43,49,190,186,35,30,0,10,0,0,0,0,23,0,0,0,14,0
2406,hsa-miR-744-5p,131,355,338,454,310,519,63,21,36,39,69,613,796,565,1252,330,526,57,218,306
2407,hsa-miR-7515,0,20,20,13,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,hsa-miR-758-3p,36,107,62,89,91,164,17,0,0,0,0,0,31,0,0,16,13,16,34,27
2409,hsa-miR-758-5p,0,22,33,24,82,98,0,0,0,0,0,0,14,0,0,0,13,10,19,28
2410,hsa-miR-759,0,15,21,13,45,56,0,0,0,0,0,0,0,0,0,0,0,11,0,0
2411,hsa-miR-760,28,60,56,74,135,138,14,20,0,20,12,25,15,37,29,27,21,32,10,31
2412,hsa-miR-761,74,215,230,226,83,114,15,11,15,0,14,0,0,0,35,11,0,0,19,51
2413,hsa-miR-762,28,152,175,210,186,206,11,0,0,0,10,0,0,0,0,0,0,103,11,0
2414,hsa-miR-764,0,44,34,41,78,128,0,0,0,0,0,11,0,11,0,0,0,71,0,0
2415,hsa-miR-7641,10,39,48,78,214,225,0,14,0,0,0,0,21,118,66,30,0,80,13,28
2416,hsa-miR-765,55,372,148,356,254,309,39,31,42,11,0,12,0,16,47,12,18,22,19,16
2417,hsa-miR-766-3p,13,46,42,33,132,168,22,24,0,22,0,36,47,15,78,37,65,46,158,142
2418,hsa-miR-766-5p,16,62,86,97,85,96,10,0,0,0,0,0,10,0,17,0,0,16,0,12
2419,hsa-miR-767-3p,0,13,26,40,73,55,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2420,hsa-miR-767-5p,33,130,203,324,164,190,24,30,17,22,0,0,10,0,20,15,0,167,14,30
2421,hsa-miR-769-3p,111,364,417,309,173,189,0,11,15,10,0,60,176,77,122,89,34,17,11,36
2422,hsa-miR-769-5p,53,160,172,291,200,263,15,24,25,0,29,411,2421,394,970,919,165,135,756,930
2423,hsa-miR-770-5p,10,47,45,57,113,160,22,24,0,0,0,0,0,0,0,0,0,10,0,0
2424,hsa-miR-7702,10,42,39,58,103,127,18,0,0,14,0,0,0,0,0,0,0,19,0,0
2425,hsa-miR-7703,0,25,11,19,56,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,hsa-miR-7704,36,103,104,101,311,436,39,13,25,13,15,33,44,58,42,16,65,796,187,70
2427,hsa-miR-7705,28,123,80,69,50,78,10,0,0,0,0,61,36,14,15,10,0,20,0,10
2428,hsa-miR-7706,10,58,61,59,65,70,0,0,0,0,0,49,67,96,93,42,28,19,20,24
